1;Календарь Руководителя;1,2,3,5;./video/ruck.mp4
2;Календарь воина;1,2;./video/voen.mp4
5;Календарь международника;4,5,6,8,10,11,12,14,15,16,17,18,21,22,23,24,25,26,28,29,31,32,33,34,35,36,37,39,40,41,42,43,44,45,46,50,51,52,53,54,55,56,57,58,60,61,62,63,64,65,66,68,69,71,72,73,74,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,92,93,94;./video/ruck.mp4
3;Календарь духовника;7,9,47,48,49,70;./video/dux.mp4
4;Календарь СНГ;1,4,22,30,33,39,53,72,82,84;./video/ruck.mp4
5;Календарь ООН;1,2,5,19;./video/ruck.mp4
